id,ret
203,"""拆卸：使用附赠的拔轴器，从顶部夹住轴体，工具两端沿轴体前后方向放置；按下固定在定位板上的两个卡扣即可拆卸。注意不要刮擦上盖面板，无需从轴体下方撬动，只需夹住轴体外壳底部两侧。<PIC>\n重新安装：安装前确认所有针脚笔直、无弯曲或折向轴底外壳；将两个金属针脚对准键盘轴座插孔，垂直向下用力插入。正确插入后，轴体外壳两侧应紧贴键盘上盖面板。<PIC>"", [""Manual21_14"", ""Manual21_15""]"
204,"""搭配 CAM 使用：1. 前往官网下载并安装最新版 CAM 软件。2. 在 CAM 中设置配置文件并保存到键盘；键盘自带 4 个板载配置文件，保存后无需运行 CAM 也可使用已存储的灯光、宏命令等功能。3. 按 FN+F1/F2/F3/F4 切换对应 1–4 号配置文件。4. 可在 CAM 的键盘/灯光、键盘/宏命令、键盘/按键重映射设置界面，自定义 RGB 灯光、宏命令和按键绑定，并按需保存至配置文件。"", []"
205,"""在硬件模式下，按 FN（功能键）+ F1、F2、F3 或 F4，可切换到对应的 1-4 号配置文件。配置文件 1-4 自带四种默认灯光模式；若已将自定义灯光分配到某板载配置文件，切换到该配置文件时会自动激活自定义灯光。"", []"
206,"""安装挡泥板：先将挡泥板侧转，然后向上滑入左侧把手管，注意不要让“凸点”卡入1号孔。<PIC> 接着调整挡泥板，使“凸点”卡入2号孔。<PIC>"", [""rideon_motorcycle_01"", ""rideon_motorcycle_02""]"
207,"""将前轴穿过两侧把手管及前轮，两侧把手管内外均需安装垫片；再用两个螺母将前轴和车轮固定在把手管上，并用随产品提供的扳手拧紧螺母直至螺纹尽头。<PIC> 安装完成后检查车轮与把手管之间的间隙；若间隙过大、车轮定位不稳，可在车轮与把手管之间加装额外垫片（不随产品提供），确保车轮可自由转动；若车轮卡死，则减少一片垫片。<PIC>"", [""Manual26_6"", ""Manual26_7""]"
208,"""鼠标需使用两节 AA 电池：1. 按下按钮，电池仓盖弹出。<PIC> 2. 按照鼠标内部标注的正负极（+ 和 -）装入两节 AA 电池。<PIC> 3. 装回电池仓盖。<PIC>"", [""Manual27_1"", ""Manual27_2"", ""Manual27_3""]"
209,"""安装前先将 USB 蓝牙接收器插入电脑 USB 接口。步骤：1. 放入附带安装光盘。2. 驱动自动加载；若未自动加载，双击光驱 bin 文件夹内的 Setup.exe。3. 欢迎界面点击“下一步”。<PIC> 4. 选择“我接受许可协议中的条款”，点击“下一步”。<PIC> 5. 确认或更改安装路径后点击“下一步”。<PIC> 6. 点击“安装”开始安装。<PIC> 7. 出现完成界面表示安装完成。<PIC> 8. 拔下接收器并重新插入，鼠标会自动配对；点击“完成”退出，并按提示选择立即或稍后重启电脑。<PIC>"", [""Manual27_4"", ""Manual27_5"", ""Manual27_6"", ""Manual27_7"", ""Manual27_8"", ""Manual27_9""]"
210,"""卸载 WIDCOMM 蓝牙驱动程序步骤：1. 拔下 USB 蓝牙接收器。2. 点击“开始 > 设置 > 控制面板 > 添加或删除程序”。3. 在程序列表中选择“WIDCOMM 蓝牙软件”，点击“删除”。4. 等待系统卸载完成。5. 提示重启时，点击“是”立即重启，或点击“否”稍后重启。"", []"
211,"""Windows 系统快速配对步骤：1. 将 USB 蓝牙接收器插入电脑 USB 接口。2. 按下鼠标底部的配对按钮。<PIC> 3. 按下 USB 蓝牙接收器底部按钮，直至 LED 指示灯每秒闪烁一次，表示接收器开始搜索待配对设备。<PIC> 4. 移动鼠标确认连接成功。（本款鼠标不含接收器销售。）"", [""Manual27_10"", ""Manual27_11""]"
212,"""请先确保 USB 蓝牙接收器已插入电脑。双击系统托盘中的蓝牙图标 <PIC>，启动蓝牙初始配置向导并按屏幕提示完成配置。配置完成后会出现 HID 界面并开始搜索蓝牙设备 <PIC>，点击要连接的蓝牙激光鼠标，再按屏幕提示启用所选设备即可。"", [""Manual27_16"", ""Manual27_17""]"
213,"""可通过鼠标电量 LED 查看：电量耗尽时 LED 会变为琥珀色，请立即更换电池。<PIC> 如需查看更详细的电量信息，请进入 控制面板 > 鼠标 > 蓝牙。<PIC>"", [""Manual27_14"", ""Manual27_15""]"
214,"""首次使用蓝牙驱动程序：双击系统托盘中的蓝牙图标 <PIC>；蓝牙初始配置向导启动后，按屏幕说明完成配置；配置完成后会出现 HID 界面并开始搜索蓝牙设备 <PIC>；点击要连接的 HID 设备，并按屏幕说明启用所选设备。"", [""Manual27_16"", ""Manual27_17""]"
215,"""1. 确保 USB 蓝牙接收器已插入电脑。2. 将要连接的蓝牙设备设置为可被蓝牙驱动程序搜索。3. 按下 USB 蓝牙接收器按钮，直到出现 HID 界面。4. 从下拉菜单选择要搜索的设备类型 <PIC>。5. 检测到设备后，点击该设备，并按驱动程序提示启用连接。"", [""Manual27_18""]"
216,"""拆卸烤箱门前，请佩戴防护手套，确保烤箱已冷却，并断开电源。步骤：1. 完全打开烤箱门。2. 抬起卡扣并向前推至极限位置。<PIC> 3. 将烤箱门关至最大角度（A），向上抬起（B）并转动（C），直至脱开（D）。<PIC>"", [""oven_01"", ""oven_02""]"
217,"""佩戴防护手套，确认烤箱已冷却并断开电源。安装门体：1. 将铰链装入对应位置；2. 完全打开烤箱门；3. 放下两个卡扣；4. 关闭烤箱门。"", []"
218,"""移动前请佩戴防护手套，确保烤箱已冷却，并在维护前断开电源。步骤：1. 取下侧边配件支架格栅 <PIC>。2. 轻轻拉出顶部加热元件 <PIC>，然后向下放下 <PIC>。3. 复位时，抬起加热元件并轻轻向自身方向拉动，确保其支撑在侧支架上。"", [""oven_03"", ""oven_04"", ""oven_05""]"
219,"""更换后部灯（如有）：先佩戴防护手套，确保烤箱已冷却，并断开电源。拧下灯罩 <PIC>，更换灯泡（仅使用25-40W/230V E-14、耐温300℃白炽灯），再拧回灯罩 <PIC>。最后重新接通电源。注意：灯罩复位前请勿使用烤箱。"", [""oven_06"", ""oven_07""]"
220,"""接油盘用于放在烤架下方，收集油脂和食物碎屑；也可作为烤盘烹饪肉类、鸡肉、鱼类等，并可搭配蔬菜使用。使用时可向接油盘中倒入少量水，以避免油脂飞溅及冒烟。<PIC>"", [""oven_08""]"
221,"""仅在烤箱冷却后清洁，维护前请断开电源。外部表面用湿布清洁；若污渍严重，可在水中加入几滴洗洁精，最后用干布擦干。请勿使用腐蚀性或研磨性清洁剂；若意外接触设备，请立即用湿布擦拭。"", []"
222,"""烤架用于烧烤食物，或作为锅具、蛋糕模及其他烹饪容器的支架；可放在任意可用层位，安装时可凸面朝上或朝下。烧烤肉类时，建议在烤架正下方放置加有半升水的接油盘收集肉汁，并在烹饪约三分之二时间时翻面。<PIC>"", [""oven_10""]"
223,"""催化侧面板带有特殊微孔搪瓷涂层，可吸附油脂飞溅物；烹饪油脂较多的食物后，建议执行自动清洁程序。<PIC>"", [""oven_11""]"
224,"""烤盘用于烘焙饼干、蛋糕及披萨。使用时按烹饪表建议选择功能、温度和层位；烤披萨时可在烤盘上轻微刷油，使披萨底更酥脆。使用后可放入加有洗洁精的水中浸泡，再用刷子或海绵清除食物残留。<PIC>"", [""oven_09""]"
225,"""烤架烤盘套装包含烤架（6a）和搪瓷容器（6b）。使用时，将该套装放置在烤架（3）上，并配合烧烤功能使用。<PIC>"", [""oven_13""]"
226,"""油脂过滤器仅用于油脂较多的烹饪。使用时将其挂在烤箱腔体后壁、风扇对面位置；可配合热风循环功能使用。清洁时可放入洗碗机清洗。<PIC>"", [""oven_14""]"
227,"""滑动搁架可在烹饪过程中将烤架与接油盘半拉出使用；适用于所有配件，并可用洗碗机清洗。<PIC>"", [""oven_15""]"
228,"""肩带另售。先用卡扣安装工具打开肩带卡扣 <PIC>；将挂绳环钩入卡扣开口，用另一只手按住卡扣并取出工具 <PIC>；将卡扣完全旋转穿过每个挂绳环，直至咔哒闭合 <PIC>；最后将肩带穿过每个卡扣 <PIC>。注意：肩带仅作肩带使用，请勿套在脖子上，并注意不要遮挡相纸出口。"", [""Manual29_12"", ""hybrid_instant_camera_03"", ""hybrid_instant_camera_04"", ""hybrid_instant_camera_05""]"
229,"""装入电池步骤：1. 滑动电池盖将其打开。<PIC> 2. 按照电池上的箭头方向装入电池，确保电池上的黄线与相机上的标记对齐。<PIC> 3. 关闭电池盖。<PIC>"", [""Manual29_13"", ""Manual29_14"", ""Manual29_15""]"
230,"""装入前注意：相纸用完前请勿打开后盖；仅使用 instax SQUARE 拍立得相纸；装入时不要按压相纸盒背面的两个矩形孔。\n步骤：1. 按住相仓锁按钮，并将拨杆向右滑动，直至相仓略微打开。<PIC>\n2. 握住相纸盒两侧，将相纸盒底部对准相仓凹槽，然后平直插入。<PIC>\n3. 关闭后盖，确保后盖锁咔哒到位。<PIC>\n4. 关闭后盖后，黑色相纸保护盖会自动弹出；从相纸出口取出保护盖。<PIC>"", [""Manual29_26"", ""Manual29_27"", ""hybrid_instant_camera_01"", ""hybrid_instant_camera_02""]"
231,"""相纸用完时，拍摄画面右侧的所有点会以灰色显示。取出相纸盒：先按住相仓锁按钮（1），将拨杆向右滑动，直至相仓略微打开。<PIC> 然后握住相纸盒上的矩形孔，平直拉出。<PIC>"", [""Manual29_28"", ""Manual29_29""]"
232,"""将侧面的打印模式选择器切换到“AUTO”<PIC>，拍摄画面会显示自动打印图标<PIC>；之后图像保存后会立即开始打印<PIC>。"", [""Manual29_30"", ""Manual29_31"", ""Manual29_32""]"
233,"""手动打印模式为默认设置。若需设置，请将相机侧面的打印模式选择器切换到“MANUAL”<PIC>。拍摄画面会出现手动模式图标<PIC>；此模式下图像会保存到内存中，可稍后选择并打印，不会立即打印。"", [""Manual29_33"", ""Manual29_34""]"
234,"""拍摄步骤：1. 顺时针转动镜头环（电源开关）开机。<PIC> 2. 双手持机并确认构图。<PIC> 3. 选择拍摄模式或进行图像效果设置。4. 半按快门对焦：成功会有蜂鸣声并显示绿色对焦框；失败会显示红色对焦框，可更改构图或使用对焦锁定。5. 完全按下快门拍摄，照片会保存到相机内存；若打印模式为自动打印，图像会被打印。拍摄时注意不要触碰镜头，手指或肩带不要遮挡闪光灯、镜头或相纸出口。"", [""Manual29_36"", ""Manual29_37""]"
241,"""Before first use: 1. Remove all packing material. 2. Remove any stickers or labels, if available. 3. Thoroughly clean the appliance as indicated in the cleaning chapter."", []"
242,"""The approval label of the emission control certificate is the emission control information label. It is attached to each engine unit <PIC> and to the inside of the engine compartment <PIC>."", [""Manual09_6"", ""Manual09_7""]"
243,"""Before sailing, use the battery switches in the normal setting: turn the “START” and “HOUSE” switches to ON, and keep the “EMERG PARALLEL” switch OFF. <PIC> The ON position is green and the OFF position is red. <PIC> This allows both batteries to charge automatically while the engine is running. Use “EMERG PARALLEL” ON only if the start battery is discharged; turn it OFF again once the engine is started or the start battery is charged."", [""Manual09_43"", ""Manual09_44""]"
244,"""The boat is steered by turning the steering wheel in the direction you want to go, left or right. Turning the wheel changes the angle of the rear jet thrust nozzles, and the articulating keel moves with them, changing the boat’s direction. <PIC><PIC> You need throttle to steer: more throttle makes sharper turns, less throttle makes gradual turns, and at idle/neutral steering response is greatly reduced or lost. Because the boat steers from the stern, the stern swings opposite the direction of the turn."", [""Manual09_52"", ""Manual09_53""]"
245,"""If an “Over Temperature” warning appears and the buzzer sounds, immediately reduce engine speed, return to shore or maneuver to a safe location, and check that water is discharging from the cooling water pilot outlets on the starboard side while the engines are running, especially when applying throttle. <PIC> If no water is coming out, cooling water may not be circulating. If the cause cannot be found and corrected: for single-engine overheating, shut off the overheating engine and return using the other engine at no-wake speed 8 km/h (5 mph); for both engines overheating, get towed if possible, or operate both engines just slightly above idle while returning to shore. <PIC>"", [""Manual09_95"", ""Manual09_96""]"
246,"""On your phone, go to Bluetooth settings, make sure Bluetooth is ON, and connect to the available device “earphones”. <PIC> To activate the music app, press and hold until the first beep, then let go; tap again if needed to play music. <PIC>"", [""Manual12_7"", ""earphones_02""]"
247,"""Use the wet storage compartment located under the swim platform. To open it, pull the lock handle up, turn it clockwise, then open the rear platform hatch. <PIC> The compartment is inside. <PIC> To close it, close the hatch, turn the lock handle counterclockwise to make sure it is securely closed, then push the lock handle down. Make sure storage compartments are securely closed before getting underway."", [""Manual09_143"", ""Manual09_144""]"
248,"""The battery compartment is on the port side at the stern. To open it, unhook the latch, then lift/open the battery compartment lid. <PIC> <PIC>"", [""Manual09_157"", ""Manual09_158""]"
249,"""The manual does not give a separate procedure for installing the anchor light while the boat is moving. It states the anchor light is also the “all-around” light for night or low-visibility navigation.\n\n210FSH SPORT: Pull the lock tab, raise the anchor light, then return the lock tab to lock it in place. <PIC>\n\n210FSH DELUXE: Open the lockable storage compartment <PIC>, remove the anchor light from its holder <PIC>, slide stoppers A and B apart <PIC>, extend the pole and screw stopper A onto the center section <PIC>, open the socket cap, align the protrusion with the slot and install the light <PIC>, then fit stopper B into the socket <PIC>."", [""Manual09_160"", ""Manual09_161"", ""Manual09_162"", ""Manual09_163"", ""Manual09_164"", ""Manual09_165"", ""Manual09_166""]"
250,"""The jet wash system must be used only by a passenger, not the boat operator. The operator must attach the engine shut-off cord to their PFD and constantly scan for people, objects, and other watercraft.\n\nBefore use, make sure the shut-off valve is open; if needed, stop the engines, open the rear platform hatch, remove the inspection cover <PIC>, and turn the shut-off valve 90° clockwise <PIC>. For 210FSH DELUXE, make sure the anchor light socket is closed.\n\nTo use jet wash: connect the coil hose to the hose fitting <PIC>, start the engines, push the jet wash switch <PIC>. Water starts about 5 seconds later; press the switch to adjust among 3 flow levels. Move the jet wash handle lever to discharge water <PIC>.\n\nTo stop: push the jet wash switch, stop the engines, then push the collar on the hose fitting inward and disconnect the coil hose <PIC>."", [""Manual09_179"", ""Manual09_180"", ""Manual09_173"", ""Manual09_174"", ""Manual09_177"", ""Manual09_178""]"
251,"""To turn the water supply on or off: stop the engines, open the rear platform hatch, and remove the inspection cover <PIC>. Turn the shut-off valve 90° clockwise to turn the water supply on, or 90° counterclockwise to turn it off <PIC>. Then install the inspection cover and close the rear platform hatch."", [""Manual09_179"", ""Manual09_180""]"
252,"""For 210FSH SPORT: open the flap on the starboard side of the bimini top <PIC>; loosen the ratchet, then loosen the strap securing the bimini top <PIC>; slowly pull the bimini top toward the bow and remove it.\nFor 210FSH DELUXE: store the bimini top in the fully collapsed position; remove the main pole mounting pins securing it to the main pole mounting brackets <PIC>; then remove the bimini top from the boat."", [""Manual09_183"", ""Manual09_184"", ""Manual09_193""]"
253,"""The bimini top can be used as a sunshade or rain cover for the leaning post. <PIC> To install it, reverse the removal steps: position the bimini top back in place, tighten the strap with the ratchet, and close the flap on the starboard side. <PIC> <PIC> If your setup uses main pole mounting pins, reverse the removal steps and make sure the pins are securely installed. <PIC>"", [""Manual09_182"", ""Manual09_183"", ""Manual09_184"", ""Manual09_193""]"
254,"""To store the bimini top in the upright position: 1) Remove the lock pins, then push the center poles down. <PIC> 2) Pull the bimini top toward the bow. <PIC> 3) Install the storage cover. Do not trailer the boat with the bimini top in the fully extended or upright storage position; use the fully collapsed position to avoid damage."", [""Manual09_189"", ""Manual09_190""]"
255,"""On the water, moor the boat so it will not drift away. With the engine stopped, launch/keep the boat afloat, look in all directions, start the engine, and run it at idling speed for 6 minutes or more; run 5 more minutes if ambient temperature is 20°C (68°F) or less. Stop the engine, open the engine hood, remove the oil tank filler cap/dipstick and wipe it clean. <PIC> Screw the cap fully into the filler hole, remove it again, and confirm the oil level is between the maximum and minimum marks. <PIC> If below the minimum mark, slowly add engine oil; if significantly above the maximum mark, consult a Boat dealer. Repeat until proper, reinstall the cap securely, repeat for the other engine, and close the hood."", [""Manual09_196"", ""Manual09_197""]"
256,"""Turn on the bilge pump switch to operate the bilge pump. <PIC> The bilge pump drains water through the bilge pump outlet. <PIC> The indicator light comes on while the pump is operating. <PIC> If excessive water is in the bilge, the pump can also start automatically—even with the battery switches off—and will run until most bilge water is drained. Do not run the engines at full throttle while bilge water remains in the engine compartment."", [""Manual09_201"", ""Manual09_202"", ""Manual09_203""]"
257,"""To check the navigation and anchor lights switch: (1) 210FSH DELUXE: install the anchor light first. (2) Push the upper side of the navigation and anchor lights switch and check that both the bow light and anchor light come on. <PIC> <PIC> <PIC> <PIC> (3) Push the lower side of the switch and check that only the anchor light comes on. (4) Put the switch in the middle position and check that the bow light and anchor light are off. (5) 210FSH DELUXE: remove the anchor light after the check."", [""Manual09_223"", ""Manual09_224"", ""Manual09_225"", ""Manual09_226""]"
258,"""To start the boat engines, use the main switch for each engine. Make sure the clip is attached to the engine shut-off switch and the “START” switch in the battery compartment is not OFF. Turn the main switch key to “START”; the starter motor will turn to start the engine. When you release the key, it automatically returns to “ON”. <PIC>"", [""Manual09_45""]"
259,"""Turn the steering wheel in the same direction you want the boat to travel: left to turn left <PIC>, or right to turn right <PIC>. Keep the throttle open above idle when turning, except at trolling speed, because jet thrust controls turning <PIC>. Remember the stern swings opposite the direction of the turn."", [""Manual09_243"", ""Manual09_244"", ""Manual09_242""]"
260,"""To cross wakes and swells, adjust your speed and choose the crossing angle. Usually, a slower speed and “quartering” the wake—crossing at an angle—reduces the jolt. <PIC> Be prepared to steer and balance, because the boat may try to steer away from the wake or swell, especially at smaller angles. Crossing groups of wakes/swells is less smooth than crossing one; sharp wakes give more jolt than broad swells. <PIC>"", [""Manual09_249"", ""Manual09_250""]"
261,"""The provided manual excerpts do not include the actual loading procedure. They only show that “Loading” is in the Trailering section on page 109."", []"
262,"""To flush the cooling system:\n1. Connect the garden hose adapter to a garden hose. <PIC>\n2. Loosen and remove the flush hose connector cap. Insert the garden hose adapter into the flush hose connector by pushing and twisting until secure. <PIC>\n3. Connect the garden hose to a water tap.\n4. Make sure the area around the boat is clear, then start the engine. Immediately after the engine starts, fully turn on the water so it flows continually from the jet thrust nozzle and cooling water pilot outlet.\n5. Run the engine at a fast idle for 3 to 5 minutes. If the engine stops, turn off the water immediately and repeat from engine start.\n6. Turn off the water supply, then drain residual water from the exhaust system by moving the remote control lever up to half throttle and back to idle for 10 to 15 seconds.\n7. Stop the engine.\n8. Remove the garden hose adapter.\n9. Install and securely tighten the cap.\nImportant: Never turn on the water before starting the engine, and never leave the water on when the engine is not running. Do not run the engine more than 15 seconds after the water is turned off."", [""Manual09_257"", ""Manual09_258""]"
263,"""Warning: Do not use a fuse with a higher amperage than recommended. Replace a blown fuse only with the proper spare fuse.\n\nTo replace a fuse:\n1. Open the engine hood.\n2. Unfasten the band. <PIC>\n3. Pull the fuse box toward the bow to remove it from the air filter case.\n4. Push both sides of the fuse box cover inward, then pull the cover toward the bow and remove it. <PIC>\n5. Locate the blown fuse and use the fuse puller to replace it with a spare fuse of the correct amperage. <PIC>\n6. For the accessory fuse or bilge pump fuse, open the battery compartment and remove the fuse holder first. <PIC>\n7. Reinstall the fuse box cover; if applicable, reinstall the fuse holder.\n8. Reinstall the fuse box to the air filter case, fasten the band, and close the engine hood.\n\nFuse amperage: electronic throttle valve 10 A; fuel pump 10 A; main relay drive 10 A; main fuse 20 A; battery fuse 30 A; accessory fuse 20 A; bilge pump fuse 3 A."", [""Manual09_281"", ""Manual09_282"", ""Manual09_283"", ""Manual09_283""]"
264,"""To check the engine oil level: 1) With the engine stopped, place the boat precisely level on land or launch it. If on land, supply water to the cooling water passages while running the engine; if on water, moor the boat. 2) Look in all directions, start the engine, idle for 6 minutes or more, then stop it. Run 5 extra minutes if ambient temperature is 20°C (68°F) or less. 3) Open the engine hood. 4) Remove the oil tank filler cap/dipstick and wipe it clean. <PIC> 5) Screw the cap into the filler hole until it stops, remove it again, and check that the oil level is between the maximum and minimum marks. <PIC> 6) If the level is significantly above maximum, consult a Boat dealer; if below minimum, slowly add engine oil. Repeat until correct, securely reinstall the cap, repeat for the other engine, and close the hood."", [""Manual09_196"", ""Manual09_197""]"
265,"""The machine automatically enters power-off mode after 9 minutes. To turn it on, press either the Espresso or Lungo button. <PIC> To turn it off before automatic power-off, press the Espresso and Lungo buttons simultaneously. <PIC>\nTo change the energy saving setting: 1) With the machine turned off, press and hold the Espresso button for 3 seconds. <PIC> 2) The Espresso button blinks to indicate the current setting. <PIC> 3) Press the Espresso button to cycle settings: once = power off after 9 minutes; one more time = power off after 30 minutes; one more time = deactivate. <PIC> 4) To exit, press the Lungo button for 3 seconds. <PIC>"", [""Manual07_4"", ""Manual07_5"", ""Manual07_6"", ""Manual07_7"", ""Manual07_8"", ""Manual07_9""]"
266,"""To change the energy saving setting: 1. With the machine turned off, press and hold the Espresso button for 3 seconds. <PIC> 2. The Espresso button will blink to show the current setting. <PIC> 3. Press the Espresso button to change the setting: once for power off after 9 minutes, once more for power off after 30 minutes, once more to deactivate. <PIC> 4. To exit, press the Lungo button for 3 seconds. <PIC>"", [""Manual07_6"", ""Manual07_7"", ""Manual07_8"", ""Manual07_9""]"
267,"""To program the water volume: 1. Turn the machine on and wait until it is ready with steady lights. <PIC> 2. Fill the water tank with potable water and insert a capsule. <PIC> 3. Place a cup under the coffee outlet. <PIC> 4. Press and hold the Espresso or Lungo button. <PIC> 5. Release the button once the desired volume is served. The water volume level is now stored."", [""Manual07_24"", ""Manual07_25"", ""Manual07_26"", ""Manual07_27""]"
268,"""Note: the machine will be blocked for 10 minutes after emptying mode. Steps: 1) Press both Espresso and Lungo buttons to turn the machine off. <PIC> 2) Remove the water tank and open the lever. <PIC> 3) Press both Espresso and Lungo buttons for 3 seconds. <PIC> Both LEDs blink alternatively. <PIC> 4) Close the lever. <PIC> 5) The machine switches off automatically. 6) Empty and clean the used capsule container and drip tray."", [""Manual07_28"", ""Manual07_29"", ""Manual07_30"", ""Manual07_31"", ""Manual07_32""]"
269,"""To reset the coffee machine to factory settings: 1) With the machine turned off, press and hold the Lungo button for 5 seconds. <PIC> 2) The LEDs will blink fast 3 times to confirm the reset. <PIC> 3) The LEDs will then blink normally while heating up; steady lights mean the machine is ready. <PIC> Factory settings: Espresso cup 40 ml / 1.35 oz, Lungo cup 110 ml / 3.7 oz, Power Off mode 9 minutes."", [""Manual07_33"", ""Manual07_34"", ""Manual07_35""]"
270,"""After use, unplug the machine before cleaning. Never immerse the appliance or any part in water. Do not use strong cleaning agents, solvents, sharp objects, brushes, sharp abrasives, or a dishwasher. Clean the coffee outlet regularly with a soft damp cloth <PIC>. The maintenance unit can be removed in separate pieces for easy cleaning <PIC>."", [""Manual07_47"", ""Manual07_48""]"
271,"""To open the wet storage compartment under the swim platform: pull the lock handle up, turn the lock handle clockwise, then open the rear platform hatch. <PIC> <PIC>"", [""Manual09_143"", ""Manual09_144""]"
272,"""The livewell is on the starboard side at the stern. To open it, pull the latch and open the livewell lid. <PIC> <PIC> To add water, push the livewell switch to turn on the livewell pump; when there is sufficient water, push the livewell switch again to turn the pump off. If needed, push the aerator switch to aerate and circulate the water. <PIC>"", [""Manual09_153"", ""Manual09_154"", ""Manual09_155""]"
273,"""The maintenance setting screen displays the number of hours the port and starboard engines have been running since the last maintenance. <PIC> After maintenance, tap the “Reset” button <PIC>, then tap “YES” on the confirmation message to reset the operating hours; tap “NO” to return without resetting. <PIC>"", [""Manual09_83"", ""Manual09_84"", ""Manual09_85""]"
274,"""The factory reset screen shows a “Factory Reset” prompt asking “Reset all parameters to factory setting?” with “Reset” and “Back” buttons. <PIC>"", [""Manual09_87""]"
275,"""The trip screen displays hours of engine operation, fuel consumption, and other information. It includes a menu, scrollbar, and “Reset” button; the menu shows 4 items at one time and can be scrolled with the scrollbar. <PIC>"", [""Manual09_69""]"
276,"""Move the remote control levers to the forward position. Initially, this engages the TDE position for low-speed handling <PIC>. Move the levers farther forward and the shift gates lift fully, directing all jet thrust to the rear, which moves the boat forward <PIC>."", [""Manual09_48"", ""Manual09_50""]"
277,"""The manual describes this as a pre-operation check, not a check to perform while driving. Check that the steering wheel is not loose and has no in-and-out or rotational free play, then turn it fully right and left to confirm smooth, unrestricted movement. <PIC> With another person observing at the stern, confirm both jet thrust nozzles turn with the wheel: right when the wheel is turned right, left when turned left; also confirm no free play and that the articulating keel follows the nozzle movement. <PIC> When underway, remember you need throttle to steer: the throttle must be opened above idle when turning, except at trolling speed. <PIC>"", [""Manual09_206"", ""Manual09_207"", ""Manual09_242""]"
278,"""Keep at least one fire extinguisher aboard and full; two are recommended. Mount one extinguisher in the lockable storage compartment; a chemical-type extinguisher of 2 lb or more is recommended for this location. <PIC> If carrying a second extinguisher, mount it in the battery compartment, identified by the location label outside the compartment; for this engine-area location, use a clean-agent type such as CO2 or FE-36™ with a capacity of 5 lb or more. <PIC>"", [""Manual09_211"", ""Manual09_212""]"
279,"""To care for the throttle cable, coat the moving parts with water-resistant grease. Grease the throttle-cable inner wires at the pulley wheel of the APS. <PIC>"", [""Manual09_263""]"
280,"""Use the supplied USB cable to connect the camera to a smartphone AC power adapter, then plug the adapter into an indoor power outlet. Use an adapter rated DC 5.0 V/1000 mA. <PIC> Charging takes about 3–4 hours. When the camera is off, the AF illuminator/self-timer lamp lights while charging and goes off when charging is finished. <PIC> The battery gradually loses charge when not in use, so charge it 1–2 days before use."", [""Manual29_16"", ""Manual29_17""]"
281,"""To install the battery, load a fully charged BP-511A battery pack: open the battery compartment cover by sliding the lever as shown <PIC>. Insert the battery with the contacts facing downward until it locks into place <PIC>. Close the cover until it snaps shut <PIC>."", [""Manual10_16"", ""Camera_09"", ""Camera_10""]"
282,"""Use the optional AC Adapter Kit ACK-E2. Open the battery compartment cover and the DC Coupler cord notch cover, insert the DC Coupler until it locks, route the cord through the notch, then close the cover. <PIC> Do not connect or disconnect the power cord while the camera’s switch is set to ON."", [""Manual10_20""]"
283,"""Remove the rear lens cap and body cap by turning them as shown. <PIC> Align an EF-S lens with the camera’s white EF-S lens mount index, or other EF lenses with the red EF lens index mark, then turn the lens as shown until it clicks in place. <PIC> Set the lens focus mode switch to <AF>, then remove the front lens cap. <PIC>"", [""Manual10_21"", ""Manual10_22"", ""Manual10_23""]"
284,"""Slide the cover in the direction of the arrow to open it <PIC>. Insert the CF card with the label side facing you and the end with the small holes going into the camera; the CF card eject button will pop out <PIC>."", [""Manual10_25"", ""Manual10_26""]"
285,"""The provided manual excerpts do not include instructions for removing the shutter button. They only explain its operation: press halfway to activate AF/AE, and press completely to release the shutter and take a picture."", []"
286,"""To replace the date/time (back-up) battery, use a new CR2016 lithium battery. Turn the switch to OFF, open the cover, and remove the camera battery. <PIC> Take out the battery holder. <PIC> Replace the battery in the holder, making sure the +/− orientation is correct. <PIC> Close the cover. <PIC> The date/time setting will be reset, so set the correct date/time afterward."", [""Manual10_46"", ""Manual10_47"", ""Manual10_48"", ""Manual10_49""]"
287,"""Use focus lock: set the AF mode to One-Shot AF, achieve focus on the subject, lock the focus, then recompose the shot with the subject off-center. Focus lock works only in One-Shot AF mode."", []"
288,"""Use the eyepiece cover during self-timer or optional remote switch operation when your eye does not cover the viewfinder, to prevent stray light from affecting exposure. First remove the eyecup by pushing it upward from the bottom <PIC>. Then slide the eyepiece cover down into the eyepiece groove to attach it <PIC>."", [""Manual10_154"", ""Manual10_155""]"
289,"""Set the lens focus mode switch to AF <PIC>. Set the Mode Dial to a Creative Zone mode, then press the <AF-WB> button <PIC>. While looking at the LCD panel, turn the dial to select the AF mode: ONESHOT, AIFOCUS, or AISERVO <PIC>."", [""Manual10_99"", ""Camera_30"", ""Camera_31""]"
290,"""The provided manual does not mention a specific “P” mode. To change the shooting mode: on the shooting screen, press MENU/OK <PIC>, select Shooting Mode, press MENU/OK or Right, select the desired mode, press MENU/OK, then press Back."", [""Manual29_53""]"
291,"""Connect the camera to a TV with the provided video cable. Always turn off both the camera and TV before connecting or disconnecting. Then press the playback button; the image will appear on the TV screen and nothing will be shown on the camera LCD. <PIC> If the image is not displayed properly, set the correct [Video system]. After finishing, turn off the camera and TV, then disconnect the cable."", [""Manual10_183""]"
