id,lang,question,gpt55_product,gpt55_manual,current_agent_type,current_product,current_manual,same_agent,same_product,same_manual,match,current_reason,gpt55_time,current_time
332,en,"There are two kinds of levers on the jetski, how to manipulate them?",2005 WaveRunner,英文汇总手册,expert,2005 WaveRunner,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:13:59,2026-06-04T23:49:04
333,en,What information should I obtain about Quick Shift Trim System (QSTS) selector when using my jetski,2005 WaveRunner,英文汇总手册,expert,2005 WaveRunner,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:14:17,2026-06-04T23:49:23
334,en,What do fuel meter and hour meter on my jetski do?,2005 WaveRunner,英文汇总手册,expert,2005 WaveRunner,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:14:28,2026-06-04T23:49:25
344,en,Inspecting fuel filter and fuel tank of my jetski is important. How to do that?,2005 WaveRunner,英文汇总手册,expert,2005 WaveRunner,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:14:45,2026-06-04T23:49:56
345,en,How to adjust the adjustable sponson of my jetski if needed?,2005 WaveRunner,英文汇总手册,expert,2005 WaveRunner,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:14:56,2026-06-04T23:50:03
346,en,The intake and impeller of my jetski are dirty. How to clean them?,2005 WaveRunner,英文汇总手册,expert,2005 WaveRunner,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:15:07,2026-06-04T23:50:08
347,en,How to start my jetski in different situations?,2005 WaveRunner,英文汇总手册,expert,2005 WaveRunner,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:15:20,2026-06-04T23:50:35
348,en,What are basic steps to board my jetski with a passenger in deep water?,2005 WaveRunner,英文汇总手册,expert,2005 WaveRunner,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:15:40,2026-06-04T23:50:58
349,en,"If it is difficult to balance the jetski at a stand still, what should I do?",2005 WaveRunner,英文汇总手册,expert,2005 WaveRunner,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:15:52,2026-06-04T23:51:04
350,en,What is the max load of the jetski?,2005 WaveRunner,英文汇总手册,expert,2005 WaveRunner,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:16:01,2026-06-04T23:51:46
351,en,What is the overview of the base station of a landline?,XL490 XL495,英文汇总手册,expert,XL490 XL495,英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:16:22,2026-06-04T23:51:56
352,en,How can you connect the base station of a landline?,XL490 XL495,英文汇总手册,expert,XL490 XL495,英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:16:37,2026-06-04T23:51:59
353,en,How can you install the handset of a landline?,XL490 XL495,英文汇总手册,expert,XL490 XL495,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:16:45,2026-06-04T23:52:10
354,en,How can you check the battery level of a landline?,XL490 XL495,英文汇总手册,expert,XL490 XL495,英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:17:02,2026-06-04T23:52:35
355,en,What can you do if your landline is in searching status?,XL490 XL495,英文汇总手册,expert,XL490 XL495,英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:17:16,2026-06-04T23:53:12
356,en,How can you know about the current status with different LED indicator behavior on a landline?,XL490 XL495,英文汇总手册,expert,XL490 XL495,英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:17:41,2026-06-04T23:53:33
357,en,How can you know about the current status with different LED indicator behavior on the base station of a landline?,XL490 XL495,英文汇总手册,expert,XL490 XL495,英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:18:00,2026-06-04T23:53:43
358,en,How can you lower the roll bar of a lawn mower?,Riding lawn mower,英文汇总手册,expert,Riding lawn mower,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:18:12,2026-06-04T23:54:03
359,en,How can you adjust the rear-shock assemblies for a lawn mower with suspension system only?,Riding lawn mower,英文汇总手册,expert,Riding lawn mower,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:18:26,2026-06-04T23:54:28
360,en,How can you adjust the height of cut for a lawn mower with an electric deck lift?,Riding lawn mower,英文汇总手册,expert,Riding lawn mower,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:18:43,2026-06-04T23:54:37
361,en,How can you load a lawn mower?,Riding lawn mower,英文汇总手册,expert,Riding lawn mower,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:18:56,2026-06-04T23:54:46
362,en,How can you unload a lawn mower?,Riding lawn mower,英文汇总手册,expert,Riding lawn mower,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:19:05,2026-06-04T23:54:50
363,en,How can you change the engine oil of a lawn mower?,Riding lawn mower,英文汇总手册,expert,Riding lawn mower,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:19:20,2026-06-04T23:56:00
364,en,How can you remove the filters of a lawn mower?,Riding lawn mower,英文汇总手册,expert,Riding lawn mower,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:19:32,2026-06-04T23:56:18
365,en,How can you replace the mower belt of a lawn mower?,Riding lawn mower,英文汇总手册,expert,Riding lawn mower,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:19:45,2026-06-04T23:56:43
366,en,How can you set up control of a over-the-range microwave?,Over-the-Range Microwave,英文汇总手册,expert,Over-the-Range Microwave,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:19:56,2026-06-04T23:56:59
367,en,How can you set the light timer of a over-the-range microwave?,Over-the-Range Microwave,英文汇总手册,expert,Over-the-Range Microwave,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:20:06,2026-06-04T23:57:15
368,en,How can you set yout favorite recipe with a over-the-range microwave?,Over-the-Range Microwave,英文汇总手册,expert,Over-the-Range Microwave,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:20:17,2026-06-04T23:58:13
369,en,How can you reheat food with a over-the-range microwave?,Over-the-Range Microwave,英文汇总手册,expert,Over-the-Range Microwave,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:20:35,2026-06-04T23:58:22
370,en,How can you use auto defrost of a over-the-range microwave?,Over-the-Range Microwave,英文汇总手册,expert,Over-the-Range Microwave,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:20:46,2026-06-04T23:58:27
371,en,How can you clean the grease filter of a over-the-range microwave?,Over-the-Range Microwave,英文汇总手册,expert,Over-the-Range Microwave,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:21:01,2026-06-04T23:58:31
372,en,How can you replace the charcoal filter of a over-the-range microwave?,Over-the-Range Microwave,英文汇总手册,expert,Over-the-Range Microwave,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:21:12,2026-06-04T23:59:14
373,en,How can you replace the oven light of a over-the-range microwave?,Over-the-Range Microwave,英文汇总手册,expert,Over-the-Range Microwave,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:21:24,2026-06-04T23:59:45
374,en,How can you set the PCI Express 3.0 x16 slots of a motherboard?,Motherboard,英文汇总手册,expert,Motherboard,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:21:37,2026-06-04T23:59:54
375,en,How can you set the jumpers of a motherboard?,Motherboard,英文汇总手册,expert,Motherboard,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:21:51,2026-06-05T00:00:43
376,en,How can you set the rear panel connectors of a motherboard?,Motherboard,英文汇总手册,expert,Motherboard,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:22:02,2026-06-05T00:00:47
377,en,How can you set the onboard LED of a motherboard?,Motherboard,英文汇总手册,expert,Motherboard,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:22:39,2026-06-05T00:01:34
378,en,How can you update the BIOS file of a motherboard?,Motherboard,英文汇总手册,expert,Motherboard,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:22:58,2026-06-05T00:01:36
379,en,How can you create RAID of a motherboard?,Motherboard,英文汇总手册,expert,Motherboard,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:23:17,2026-06-05T00:01:41
380,en,How can you use SATA ODD & USB devices to install an operating system for a motherboard?,Motherboard,英文汇总手册,expert,Motherboard,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:23:37,2026-06-05T00:02:22
381,en,How can you secure the motherboard to the chassis?,Motherboard,英文汇总手册,expert,Motherboard,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:23:45,2026-06-05T00:02:45
382,en,How can you prepare the installation of Central Processing Unit (CPU) for a motherboard?,Motherboard,英文汇总手册,expert,Motherboard,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:24:04,2026-06-05T00:03:09
383,en,How do you know about system memory of a motherboard?,Motherboard,英文汇总手册,expert,Motherboard,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:24:20,2026-06-05T00:03:11
384,en,How do you know about Serial port connector (10-1 pin COM) of a motherboard?,Motherboard,英文汇总手册,expert,Motherboard,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:24:29,2026-06-05T00:03:24
385,en,How do you know about TPM connector (14-1 pin TPM) for a motherboard?,Motherboard,英文汇总手册,expert,Motherboard,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:24:37,2026-06-05T00:03:40
386,en,How do you know about Thermal sensor connector (2-pin T_SENSOR) of a motherboard?,Motherboard,英文汇总手册,expert,Motherboard,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:24:48,2026-06-05T00:03:55
387,en,How can you set quick release for a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,expert,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:25:07,2026-06-05T00:04:17
388,en,How can you set pressure cooking lid for a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,expert,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:25:24,2026-06-05T00:04:53
389,en,How can you set float valve for a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,expert,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:25:34,2026-06-05T00:05:15
390,en,What do you know about anti-block shield for a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,expert,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:25:47,2026-06-05T00:05:26
391,en,How can you set steam release valve for a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,expert,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:26:00,2026-06-05T00:05:47
392,en,How can you set anti-block shield for a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,expert,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:26:08,2026-06-05T00:06:05
393,en,How can you set silicone cap and float valve for a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,expert,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:26:17,2026-06-05T00:06:06
394,en,How can you Install the condensation collector for a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,expert,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:26:27,2026-06-05T00:06:20
395,en,How can you install the sealing ring for a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,expert,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:26:39,2026-06-05T00:06:28
396,en,How can you remove silicone sealing ring for a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,expert,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:26:48,2026-06-05T00:06:45
397,en,What do you know about sealing ring of a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,expert,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:26:59,2026-06-05T00:06:53
398,en,What do you know about steam release valve of a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,expert,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:27:19,2026-06-05T00:06:54
399,en,What do you know about quick release button of a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,expert,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:27:38,2026-06-05T00:07:06
400,en,What can you know about natural release(NRorNPR) of a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,expert,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:27:51,2026-06-05T00:07:09
401,en,What is the robot anatomy of the vacuum?,VACUUM,英文汇总手册,expert,VACUUM,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:28:06,2026-06-05T00:07:25
402,en,What are the two primary modes available on a vacuum cleaner that can be used to tailor its performance to meet different home cleaning needs?,VACUUM,英文汇总手册,expert,VACUUM,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:28:15,2026-06-05T00:07:49
403,en,What is the proper procedure for emptying the vacuum cleaner's bin?,VACUUM,英文汇总手册,expert,VACUUM,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:28:24,2026-06-05T00:08:19
404,en,What is the correct procedure for cleaning the vacuum cleaner filter?,VACUUM,英文汇总手册,expert,VACUUM,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:28:33,2026-06-05T00:08:27
405,en,What is the proper procedure for cleaning the full bin sensors on a vacuum cleaner?,VACUUM,英文汇总手册,expert,VACUUM,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:28:42,2026-06-05T00:08:37
406,en,What is the correct procedure for cleaning the extractors (brushes or rollers) on a vacuum cleaner?,VACUUM,英文汇总手册,expert,VACUUM,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:28:58,2026-06-05T00:09:05
407,en,What is the proper procedure for cleaning the sensors and charging contacts on a vacuum cleaner?,VACUUM,英文汇总手册,expert,VACUUM,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:29:09,2026-06-05T00:09:23
408,en,What is the correct procedure for positioning the home base of a vacuum cleaner?,VACUUM,英文汇总手册,expert,VACUUM,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:29:17,2026-06-05T00:09:31
409,en,What is the proper procedure for cleaning the front caster wheel of a vacuum cleaner?,VACUUM,英文汇总手册,expert,VACUUM,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:29:25,2026-06-05T00:09:39
410,en,What is the correct procedure for cleaning the side brush of a vacuum cleaner?,VACUUM,英文汇总手册,expert,VACUUM,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:29:35,2026-06-05T00:10:05
411,en,What is the function of the dual-mode virtual wall barrier on a vacuum cleaner?,VACUUM,英文汇总手册,expert,VACUUM,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:29:46,2026-06-05T00:10:10
412,en,What are the troubleshooting steps if the vacuum indicates a problem?,VACUUM,英文汇总手册,expert,VACUUM,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:29:59,2026-06-05T00:10:15
413,en,What are the detailed instructions for T-rail mounting of a camera or equipment?,Camera Installation Guide,英文汇总手册,expert,Camera Installation Guide,英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:30:23,2026-06-05T00:10:45
414,en,What are the steps to power the camera?,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,expert,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:30:46,2026-06-05T00:10:58
415,en,What is the proper way to use the brake lever and brake button?,Snowmobile,英文汇总手册,expert,Snowmobile,英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:31:04,2026-06-05T00:11:25
416,en,What are the essential preparation checks to perform before using a snowmobile?,Snowmobile,英文汇总手册,expert,Snowmobile,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:31:22,2026-06-05T00:11:44
417,en,What are the detailed steps to start the engine of a snowmobile?,Snowmobile,英文汇总手册,expert,Snowmobile,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:31:36,2026-06-05T00:11:47
418,en,What is a V-BeltHolder?,Snowmobile,英文汇总手册,expert,Snowmobile,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:31:47,2026-06-05T00:12:04
419,en,What are the steps to adjust the throttle cable on a snowmobile?,Snowmobile,英文汇总手册,expert,Snowmobile,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:32:05,2026-06-05T00:12:28
420,en,What is the proper way to use the steering system on a snowmobile?,Snowmobile,英文汇总手册,expert,Snowmobile,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:32:15,2026-06-05T00:12:38
421,en,What are the correct steps to turn using a snowmobile?,Snowmobile,英文汇总手册,expert,Snowmobile,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:32:25,2026-06-05T00:12:40
422,en,What are the proper techniques for riding uphill on a snowmobile?,Snowmobile,英文汇总手册,expert,Snowmobile,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:32:36,2026-06-05T00:13:11
423,en,What are the proper techniques for riding downhill on a snowmobile?,Snowmobile,英文汇总手册,expert,Snowmobile,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:32:45,2026-06-05T00:13:11
424,en,What are the correct techniques for crossing a slope on a snowmobile?,Snowmobile,英文汇总手册,expert,Snowmobile,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:32:55,2026-06-05T00:13:29
425,en,What are the steps to inspect the spark plug on a snowmobile?,Snowmobile,英文汇总手册,expert,Snowmobile,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:33:11,2026-06-05T00:13:34
426,en,What are the steps to clean a snowmobile?,Snowmobile,英文汇总手册,expert,Snowmobile,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:33:20,2026-06-05T00:13:39
427,en,What are the best methods for memorizing communication channels using a manual program?,Color Television,英文汇总手册,expert,Color Television,英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:33:40,2026-06-05T00:14:02
428,en,What are the common causes and conditions that can lead to poor reception in television or radio signals?,Color Television,英文汇总手册,expert,Color Television,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:33:53,2026-06-05T00:14:11
429,en,What are the steps to enable and customize captions and on-screen text settings on a television?,Color Television,英文汇总手册,expert,Color Television,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:34:03,2026-06-05T00:14:11
430,en,What are the steps to properly connect and set up an outdoor antenna for optimal signal reception?,Color Television,英文汇总手册,expert,Color Television,英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:34:18,2026-06-05T00:14:34
431,en,What are the steps to properly connect a DVD player to a television or audio system for optimal performance?,Color Television,英文汇总手册,expert,Color Television,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:34:36,2026-06-05T00:14:37
432,en,What are the key factors to check when troubleshooting technical issues or malfunctions?,E Reader,英文汇总手册,customer,,,False,False,False,False,规则和global_rag模式均未命中产品手册，走通用客服,2026-05-25T20:35:01,2026-06-05T00:15:05
433,en,What safety precautions should be followed to ensure safe operation during this process?,烤箱,烤箱手册,customer,,,False,False,False,False,规则和global_rag模式均未命中产品手册，走通用客服,2026-05-25T20:35:33,2026-06-05T00:15:21
434,en,How do you adjust the intensity settings on an electric toothbrush to suit your oral care needs?,Toothbrush,英文汇总手册,expert,Toothbrush,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:35:43,2026-06-05T00:15:16
435,en,What are the steps to activate and deactivate the various features on an electric toothbrush for customized usage?,Toothbrush,英文汇总手册,expert,Toothbrush,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:35:58,2026-06-05T00:15:39
436,en,"What are the steps to charge an electric toothbrush when it is inside a travel case, and how do you ensure it charges properly?",Toothbrush,英文汇总手册,expert,Toothbrush,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:36:13,2026-06-05T00:15:40
