id,question,gpt55_product,current_product,same_product,retrieval_token_jaccard,question_token_coverage_gpt55,question_token_coverage_current,gpt55_retrieval_chars,current_retrieval_chars,gpt55_image_count,current_image_count,image_overlap_count,gpt55_answer_chars,current_answer_chars,answer_char_delta_current_minus_gpt55,gpt55_not_provided,current_not_provided,gpt55_sections,current_sections,gpt55_top_text,current_top_text
394,How can you Install the condensation collector for a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,True,0.429,1.000,1.000,1203,1484,5,2,2,200,147,-53,False,False,"Condensation collector The condensation collectors its at the back of the cooker base and | Remove the condensation collector Pull the condensation collector away from | Install the condensation collector Align the grooves on the condensation collector over th | Troubleshooting Get in touch with a Customer Care Advisor by email. View the full Troubles | De pressurized The float valve has descended, and the top is flush with the lid. <PIC> The | Getting Started Guide 2 Important safeguards 9 Welcome 9 Products, parts and accessories 1","Install the condensation collector Align the grooves on the condensation collector over th | Condensation collector The condensation collectors its at the back of the cooker base and | Getting Started Guide 2 Important safeguards 9 Welcome 9 Products, parts and accessories 1","# Condensation collector The condensation collectors its at the back of the cooker base and catches any overflow from the condensation rim. It should be installed before cooking, then emptied and rinsed out after each use. # Remove the condensation collector Pull the condensation collector away from # Install the condensation collector Align the grooves on the condensation collector over the tabs on the back of the cooker base and slide the condensation collector into place. <PIC> # Troubleshooting Get in touch with a Customer Care Advisor by email. View the full Troubleshooting table online <P # De pressurized The float valve has descended, and the top is flush with the lid. <PIC> The float","# Install the condensation collector Align the grooves on the condensation collector over the tabs on the back of the cooker base and slide the condensation collector into place. <PIC> # Condensation collector The condensation collectors its at the back of the cooker base and catches any overflow from the condensation rim. It should be installed before cooking, then emptied and rinsed out after each use. When using electrical appliances, basic safety precautions should always befollowed: 01READ THIS ENTIRE DOCUMENT BEFORE OPERATING THEAPPLIANCE.FAILURE TO FOLLOW THESE SAFEGUARDS AND INSTRUCTIONS MAY RESULT IN INJURY AND/ORPROPERTYDAMAGE. 02 Use only the Multi-use pressure cooker and air frye"
395,How can you install the sealing ring for a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,True,0.423,1.000,1.000,1203,1824,3,2,2,351,240,-111,False,False,"Sealing ring When the pressure cooking lid is closed. the sealing ring creates an air-tigh | CAUTION Only use authorized Multi-use pressure cooker and air fryer sealing rings. DO NOT | Install the sealing ring Place the sealing ring over the sealing ring rack and press itint | Care, cleaning and stora | Care, cleaning and storage | ! WARNING The Multi-use pressure cooker and air fryer cooker base contains electrical comp",Install the sealing ring Place the sealing ring over the sealing ring rack and press itint | Pressure control features | Sealing ring When the pressure cooking lid is closed. the sealing ring creates an air-tigh | CAUTION Only use authorized Multi-use pressure cooker and air fryer sealing rings. DO NOT,"# Sealing ring When the pressure cooking lid is closed. the sealing ring creates an air-tight seal between thelid and the inner pot. The sealing ring must be installed before using the cooker. Only one sealing ring should be installed in the lid at a time Tip:Silicone is porous, so it absorbs strong # CAUTION Only use authorized Multi-use pressure cooker and air fryer sealing rings. DO NOT use a stretched or damaged sealing ring. · Always check for cuts, deformation and correct installation of the sealing ring before cooking. · Sealing rings stretch over time with normal use. The sealing ring s # Install the sealing ring Place the sealing ring over the sealing ring rack and press itinto plac","# Install the sealing ring Place the sealing ring over the sealing ring rack and press itinto place.Press down firmly to prevent puckering. When installed properly, the sealing ring is snug behind sealing ring rack and should not fall out when the lid is turned over. <PIC> # Pressure control features # Sealing ring When the pressure cooking lid is closed. the sealing ring creates an air-tight seal between thelid and the inner pot. The sealing ring must be installed before using the cooker. Only one sealing ring should be installed in the lid at a time Tip:Silicone is porous, so it absorbs strong aromas and certain flavors. Keep extra sealing rings on hand to limit the transfer of aromas and "
396,How can you remove silicone sealing ring for a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,True,0.245,1.000,1.000,1203,1664,2,1,1,331,238,-93,False,False,"CAUTION Only use authorized Multi-use pressure cooker and air fryer sealing rings. DO NOT | Sealing ring When the pressure cooking lid is closed. the sealing ring creates an air-tigh | Care, cleaning and storage | ! WARNING The Multi-use pressure cooker and air fryer cooker base contains electrical comp | Remove the sealing ring Grip the edge of the silicone and pull the sealing ring out from b",Removing and installing parts Silicone sealing ring | Remove the sealing ring Grip the edge of the silicone and pull the sealing ring out from b,"# CAUTION Only use authorized Multi-use pressure cooker and air fryer sealing rings. DO NOT use a stretched or damaged sealing ring. · Always check for cuts, deformation and correct installation of the sealing ring before cooking. · Sealing rings stretch over time with normal use. The sealing ring s # Sealing ring When the pressure cooking lid is closed. the sealing ring creates an air-tight seal between thelid and the inner pot. The sealing ring must be installed before using the cooker. Only one sealing ring should be installed in the lid at a time Tip:Silicone is porous, so it absorbs strong # Care, cleaning and storage # ! WARNING The Multi-use pressure cooker and air fryer cooker base c","# Removing and installing parts Silicone sealing ring # Remove the sealing ring Grip the edge of the silicone and pull the sealing ring out from behind the circular stainless-steel sealing ring rack. With the sealing ring removed, inspect the steel rack to make sure it is secured centered, and an even height all the way around the lid. Do not attemptto repair a deformed sealing ring rack. $\bigcirc_{\cong}$ The sealing ring is easiest to remove and install when it is wet and soapy. <PIC> Do not use with power converters or adapters. This appliance is NOT to be used by children or by persons with reduced physical, sensory or mental capabilities. Close supervision is necessary when any applian"
397,What do you know about sealing ring of a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,True,0.357,0.778,0.778,1203,1602,3,2,1,754,528,-226,False,False,"CAUTION Only use authorized Multi-use pressure cooker and air fryer sealing rings. DO NOT | Sealing ring When the pressure cooking lid is closed. the sealing ring creates an air-tigh | Care, cleaning and storage | ! WARNING The Multi-use pressure cooker and air fryer cooker base contains electrical comp | Install the sealing ring Place the sealing ring over the sealing ring rack and press itint | Care, cleaning and stora",Pressure control features | Sealing ring When the pressure cooking lid is closed. the sealing ring creates an air-tigh | CAUTION Only use authorized Multi-use pressure cooker and air fryer sealing rings. DO NOT,"# CAUTION Only use authorized Multi-use pressure cooker and air fryer sealing rings. DO NOT use a stretched or damaged sealing ring. · Always check for cuts, deformation and correct installation of the sealing ring before cooking. · Sealing rings stretch over time with normal use. The sealing ring s # Sealing ring When the pressure cooking lid is closed. the sealing ring creates an air-tight seal between thelid and the inner pot. The sealing ring must be installed before using the cooker. Only one sealing ring should be installed in the lid at a time Tip:Silicone is porous, so it absorbs strong # Care, cleaning and storage # ! WARNING The Multi-use pressure cooker and air fryer cooker base c","# Pressure control features # Sealing ring When the pressure cooking lid is closed. the sealing ring creates an air-tight seal between thelid and the inner pot. The sealing ring must be installed before using the cooker. Only one sealing ring should be installed in the lid at a time Tip:Silicone is porous, so it absorbs strong aromas and certain flavors. Keep extra sealing rings on hand to limit the transfer of aromas and flavors between dishes. <PIC> # CAUTION Only use authorized Multi-use pressure cooker and air fryer sealing rings. DO NOT use a stretched or damaged sealing ring. · Always check for cuts, deformation and correct installation of the sealing ring before cooking. · Sealing rin"
398,What do you know about steam release valve of a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,True,0.344,0.600,0.800,1119,1009,6,6,5,563,444,-119,False,False,"Steam release valve The steam release valve sits loosely on the steam release pipe. When t | Quick release button The quick release button controls the steam release valve - the part | What we love about it It's really easy to use, andkeeps our hands far away from the steam! | Install the steam release valve Place the steam release valve on the steam release pipe an | Anti-block shield | Quick Release (QR or QPR) Stops cooking quickly and prevents overcooking. Perfect for quic",Steam release valve The steam release valve sits loosely on the steam release pipe. When t | Pressure control features | Quick release button The quick release button controls the steam release valve - the part | Control Panel <PIC> View the full user manual online.,"# Steam release valve The steam release valve sits loosely on the steam release pipe. When the cooker releases pressure, steam ejects from the top of the steam release valve The steam release valve is integral to product safety and necessary for pressure cooking. <PIC> A WARNING Do not cover or bloc # Quick release button The quick release button controls the steam release valve - the part controls whether pressure is released or not. <PIC> # What we love about it It's really easy to use, andkeeps our hands far away from the steam! # Install the steam release valve Place the steam release valve on the steam release pipe and press down firmly The steam release valves its loosely on the steam ","# Steam release valve The steam release valve sits loosely on the steam release pipe. When the cooker releases pressure, steam ejects from the top of the steam release valve The steam release valve is integral to product safety and necessary for pressure cooking. <PIC> A WARNING Do not cover or bloc # Pressure control features # Quick release button The quick release button controls the steam release valve - the part controls whether pressure is released or not. <PIC> <PIC> The float valve and silicone cap work together to seal in pressurized steam. These parts must be installed before use. Do not attempt to operate the Multi-use pressure cooker and air fryer without the float valve properly"
399,What do you know about quick release button of a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,True,0.377,0.900,0.800,1139,1848,5,5,5,395,469,74,False,False,"Quick release button The quick release button controls the steam release valve - the part | What we love about it It's really easy to use, andkeeps our hands far away from the steam! | Getting Started Guide 2 Important safeguards 9 Welcome 9 Products, parts and accessories 1 | Quick Release (QR or QPR) Stops cooking quickly and prevents overcooking. Perfect for quic | What you should know about it The lid says Turn toSeal, but it's more like a flicking moti","Pressure control features | Quick release button The quick release button controls the steam release valve - the part | Quick Release (QR or QPR) Stops cooking quickly and prevents overcooking. Perfect for quic | Control Panel <PIC> View the full user manual online. MULTI-USE PRESSURE COOKER AND AIR FR | Getting Started Guide 2 Important safeguards 9 Welcome 9 Products, parts and accessories 1","# Quick release button The quick release button controls the steam release valve - the part controls whether pressure is released or not. <PIC> # What we love about it It's really easy to use, andkeeps our hands far away from the steam! MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE <PIC> # Getting Started Guide 2 Important safeguards 9 Welcome 9 Products, parts and accessories 11 Get started 13 Pressure cooking 101 14 Releasing pressure 15Control panel 16 Pressure control features 20 Cooking 28 Care, cleaning and storage 32 # Quick Release (QR or QPR) Stops cooking quickly and prevents overcooking. Perfect for quick-cooking vegetables and delicate seafood! What to do Press the quick r","# Pressure control features # Quick release button The quick release button controls the steam release valve - the part controls whether pressure is released or not. <PIC> # Quick Release (QR or QPR) Stops cooking quickly and prevents overcooking. Perfect for quick-cooking vegetables and delicate seafood! What to do Press the quick release button down until it clicks and locks into the Vent position. <PIC>What to expect When pressed down, a jet of steam ejects through the top of the steam release valve. This is normal! When pressure has been fully released, the float valve drops into the lid. <PIC># Control Panel <PIC> View the full user manual online. MULTI-USE PRESSURE COOKER AND AIR FRYER"
400,What can you know about natural release(NRorNPR) of a multi-use pressure cooker and air fryer?,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE,True,0.257,0.800,0.800,1107,1352,2,2,2,543,421,-122,False,False,"Getting Started Guide 2 Important safeguards 9 Welcome 9 Products, parts and accessories 1 | NOTICE Use NR to de pressurize the cooker after cooking high-starch foods (e.g., soups, st | Releasing pressure You must release pressure after pressure cooking before attempting to o | Venting methods Natural Release(NRorNPR) Cooking stops gradually. As the temperature withi | IMPORTANT SAFEGUARDS CEUK (Yes, we have to) Your safety always comes first. It Was designe","Venting methods Natural Release(NRorNPR) Cooking stops gradually. As the temperature withi | Getting Started Guide 2 Important safeguards 9 Welcome 9 Products, parts and accessories 1","MULTI-USE PRESSURE COOKER AND AIR FRYER-5.7AND8LITRE <PIC> # Getting Started Guide 2 Important safeguards 9 Welcome 9 Products, parts and accessories 11 Get started 13 Pressure cooking 101 14 Releasing pressure 15Control panel 16 Pressure control features 20 Cooking 28 Care, cleaning and storage 32 # NOTICE Use NR to de pressurize the cooker after cooking high-starch foods (e.g., soups, stews, chilis, pasta, oatmeal and congee) or after cooking foods that expand when cooked (e.g., beans and grains). # Releasing pressure You must release pressure after pressure cooking before attempting to open the lid. Follow your recipe's instructions to choose a venting method. # Venting methods Natural Re","# Venting methods Natural Release(NRorNPR) Cooking stops gradually. As the temperature within the cooker drops, the cooker de pressurizes naturally over time. <PIC> Join other home chefs on the Multi-use pressure cooker and air fryer UK community on Facebook for tips,tricks,and inspiration from therecipes they have created. And of course,we want to hear from you, so don't forget to tag us online. Say hello to the healthy and convenient alternative to deep frying. The Multi-use pressure cooker and air fryer is the best of all possible worlds. With 11-in-1 functionality it does everything a regular Multi-use pressure cooker and air fryer? does but swap out the pressure cooker lid for the innov"
401,What is the robot anatomy of the vacuum?,VACUUM,VACUUM,True,0.200,0.333,0.667,917,1933,1,0,0,129,94,-35,False,True,"POSITIONING THE vacuum Place the vacuume in an open, uncluttered area, leaving the followi | USE INSTRUCTIONS Manually wake vacuum up one of two ways - By pressing CLEAN once. vacuum | VACUUM <PIC> | DOWNLOAD THE APP AND CONNECT TO WI-FI ·Waf chan overview video with instructions on how fo","vacuum IS READY TO CLEAN vacuum has a partial battery charge, so it's ready to start clean | DOWNLOAD THE APP AND CONNECT TO WI-FI ·Waf chan overview video with instructions on how fo","# POSITIONING THE vacuum Place the vacuume in an open, uncluttered area, leaving the following distances around the unit Atleast1.5 feet on each side of the vacuum Afl east 4 fee fin front of the vacuum,andafleast 4 feet away from stairs. ·Atleast 8 feet from virtual wall barriers. Always keep the v # USE INSTRUCTIONS Manually wake vacuum up one of two ways - By pressing CLEAN once. vacuum will beep and theCLEAN buttonwill illuminate.Tostart a cleaning cycle,press CLEAN again. By pressing CLEAN button on the app homescreen. NOTE:Remove excess clutter from floors before cleaning (e.g. clothing, # VACUUM <PIC> # DOWNLOAD THE APP AND CONNECT TO WI-FI ·Waf chan overview video with instructions o","· If vacuum encounters an area of high debris concentration, it will move in a forward/backward motion fo clean f he area more thoroughly.When vacuum does this,you will see the indicator illuminate. · To use SPOT Cleaning, place vacuum on top of the localized debrisand press (SPOT) on the robot. vacuum will intensely clean the area by spiraling outward about 3 feet in diameter and then spiraling inward fo where if s far fed. ·When vacuum senses that its dust bin is full it is programed to complete its cleaning cycle by default. You can adjust this settting under Cleaning Preferences in the app. · vacuum won't leave for a cleaning cycle if its bin is full. Read all safety and operating instru"
402,What are the two primary modes available on a vacuum cleaner that can be used to tailor its performance to meet different home cleaning needs?,VACUUM,VACUUM,True,0.319,0.357,0.500,1203,1620,4,0,0,50,115,65,False,False,THE DUAL MODE VIRTUAL WALL BARRIER The dual mode virtual wall barrier keeps vacuum inthe p | USE INSTRUCTIONS Manually wake vacuum up one of two ways - By pressing CLEAN once. vacuum | REDUCED POWER STANDBY MODE Vacuum consumes a small amount of power anytime to ensure that | DOWNLOAD THE APP AND CONNECT TO WI-FI ·Waf chan overview video with instructions on how fo,THE DUAL MODE VIRTUAL WALL BARRIER The dual mode virtual wall barrier keeps vacuum inthe p | USE INSTRUCTIONS Manually wake vacuum up one of two ways - By pressing CLEAN once. vacuum,"# THE DUAL MODE VIRTUAL WALL BARRIER The dual mode virtual wall barrier keeps vacuum inthe places you want fo becleaned-andout of the onesyou don't. In between cleaning cycles, you canleave the device operating in its nn s it in nan the floor.You can sef your device fo one off wo modes f of it yourh # USE INSTRUCTIONS Manually wake vacuum up one of two ways - By pressing CLEAN once. vacuum will beep and theCLEAN buttonwill illuminate.Tostart a cleaning cycle,press CLEAN again. By pressing CLEAN button on the app homescreen. NOTE:Remove excess clutter from floors before cleaning (e.g. clothing, # REDUCED POWER STANDBY MODE Vacuum consumes a small amount of power anytime to ensure that it is r","# THE DUAL MODE VIRTUAL WALL BARRIER The dual mode virtual wall barrier keeps vacuum inthe places you want fo becleaned-andout of the onesyou don't. In between cleaning cycles, you canleave the device operating in its nn s it in nan the floor. You can sef your device fo one off wo modes f of it yourhome's cleaning needs.(SeeFigure 1) NOTE: Under normal use, batteries will last 8-10 months. If you are not planning on using your virtual wall devicefor an extended period of time and you would like to store it, be sure to switch it to the ""Off ""(middle) position. # USE INSTRUCTIONS Manually wake vacuum up one of two ways - By pressing CLEAN once. vacuum will beep and theCLEAN buttonwill illumina"
403,What is the proper procedure for emptying the vacuum cleaner's bin?,VACUUM,VACUUM,True,0.219,0.500,0.500,1070,1551,5,4,2,215,85,-130,False,False,"EMPTYING THE BIN 1. Press bin release button to remove bin. (See Figure 4)<PIC> 2. Open bi | CLEANING THE FULL BIN SENSORS 1. Removeand empty the bin. (See Figure 8) <PIC> 2. Wipe the | WAKE UP vacuum Turn vacuum over and remove the yellow bin insert and bat fer y pull fab.Th | vacuum IS READY TO CLEAN vacuum has a partial battery charge, so it's ready to start clean | USE INSTRUCTIONS Manually wake vacuum up one of two ways - By pressing CLEAN once. vacuum",EMPTYING THE BIN 1. Press bin release button to remove bin. (See Figure 4)<PIC> 2. Open bi,"# EMPTYING THE BIN 1. Press bin release button to remove bin. (See Figure 4)<PIC> 2. Open bin door to empty bin. (See Figure 5) <PIC> NOTE: If the full bin indicator comeson at any time during a cleaning job, you can always pause the cleaning job to empty the bin and then continue cleaning. If the f # CLEANING THE FULL BIN SENSORS 1. Removeand empty the bin. (See Figure 8) <PIC> 2. Wipe the sensors withaclean,dry cloth. (See Figure 9) <PIC> 3. Wipe the inner and outer sensol ports on the bin withaclean,dry cloth. (SeeFigure 10) <PIC> # WAKE UP vacuum Turn vacuum over and remove the yellow bin insert and bat fer y pull fab.Then,place vacuum to activate the battery. # vacuum IS READY TO CLEAN ","·When vacuum senses that its dust bin is full it is programed to complete its cleaning cycle by default. You can adjust this settting under Cleaning Preferences in the app. · vacuum won't leave for a cleaning cycle if its bin is full. In thiscase,remove and empty the bin, then reinsert it before starting or resuming a cleaning cycle. NoTE: After each use, empty the bin and clean the filter. Always store vacuum so it's charged and ready fo clean when you need if. If storing off of the Home Base, remove the battery first and then storeRoom ba and the bat fer y inacool, dryplace. # EMPTYING THE BIN 1. Press bin release button to remove bin. (See Figure 4)<PIC> 2. Open bin door to empty bin. (Se"
404,What is the correct procedure for cleaning the vacuum cleaner filter?,VACUUM,VACUUM,True,0.212,0.500,0.500,1128,1930,2,4,2,238,313,75,False,False,"CLEANING THE FILTER 3.Remove filter by grasping the yellow tab. (See Figure 6) <PIC> 4. Sh | USE RESTRICTIONS ·vacuum is for indoor use only. · vacuum is not a toy. Do not sit or stan | USE INSTRUCTIONS Manually wake vacuum up one of two ways - By pressing CLEAN once. vacuum | WAKE UP vacuum Turn vacuum over and remove the yellow bin insert and bat fer y pull fab.Th | vacuum IS READY TO CLEAN vacuum has a partial battery charge, so it's ready to start clean",CLEANING THE FILTER 3.Remove filter by grasping the yellow tab. (See Figure 6) <PIC> 4. Sh,# CLEANING THE FILTER 3.Remove filter by grasping the yellow tab. (See Figure 6) <PIC> 4. Shake off debris by tapping the filter against youi trash container. (See Figure 7) <PIC> IMPORTANT!The filter door won't close unless a filter is reinserted. Insert the filter with theyellow tab facing up. # USE RESTRICTIONS ·vacuum is for indoor use only. · vacuum is not a toy. Do not sit or stand on thisdevice.Small children and pets should be supervised when vacuum is operating. ·Store and operate vacuum in room temperature environments only. Clean i Ad apf local iz afi on camera with a cloth dampe # USE INSTRUCTIONS Manually wake vacuum up one of two ways - By pressing CLEAN once. vacuum will beep ,"# CLEANING THE FILTER 3.Remove filter by grasping the yellow tab. (See Figure 6) <PIC> 4. Shake off debris by tapping the filter against youi trash container. (See Figure 7) <PIC> IMPORTANT!The filter door won't close unless a filter is reinserted. Insert the filter with theyellow tab facing up. ·When vacuum senses that its dust bin is full it is programed to complete its cleaning cycle by default. You can adjust this settting under Cleaning Preferences in the app. · vacuum won't leave for a cleaning cycle if its bin is full. In thiscase,remove and empty the bin, then reinsert it before starting or resuming a cleaning cycle. NoTE: After each use, empty the bin and clean the filter. Always st"
405,What is the proper procedure for cleaning the full bin sensors on a vacuum cleaner?,VACUUM,VACUUM,True,0.327,0.625,0.625,1141,1413,8,6,6,199,227,28,False,False,"CLEANING THE FULL BIN SENSORS 1. Removeand empty the bin. (See Figure 8) <PIC> 2. Wipe the | EMPTYING THE BIN 1. Press bin release button to remove bin. (See Figure 4)<PIC> 2. Open bi | CLEANING THE SIDE BRUSH 1. Use a coin or small screwdriver to remove the screw. (See Figur | CLEANING THE SENSOR AND CHARGING CONTACTS 1. Wipe the sensor with a clean,dry cloth. Do no | USE INSTRUCTIONS Manually wake vacuum up one of two ways - By pressing CLEAN once. vacuum","CLEANING THE FULL BIN SENSORS 1. Removeand empty the bin. (See Figure 8) <PIC> 2. Wipe the | CLEANING THE SENSOR AND CHARGING CONTACTS 1. Wipe the sensor with a clean,dry cloth. Do no","# CLEANING THE FULL BIN SENSORS 1. Removeand empty the bin. (See Figure 8) <PIC> 2. Wipe the sensors withaclean,dry cloth. (See Figure 9) <PIC> 3. Wipe the inner and outer sensol ports on the bin withaclean,dry cloth. (SeeFigure 10) <PIC> # EMPTYING THE BIN 1. Press bin release button to remove bin. (See Figure 4)<PIC> 2. Open bin door to empty bin. (See Figure 5) <PIC> NOTE: If the full bin indicator comeson at any time during a cleaning job, you can always pause the cleaning job to empty the bin and then continue cleaning. If the f # CLEANING THE SIDE BRUSH 1. Use a coin or small screwdriver to remove the screw. (See Figure 12) <PIC> 2. Remove the brush clean the brush and the brush post, ","# CLEANING THE FULL BIN SENSORS 1. Removeand empty the bin. (See Figure 8) <PIC> 2. Wipe the sensors withaclean,dry cloth. (See Figure 9) <PIC> 3. Wipe the inner and outer sensol ports on the bin withaclean,dry cloth. (SeeFigure 10) <PIC> (See Figure 5) <PIC> NOTE: If the full bin indicator comeson at any time during a cleaning job, you can always pause the cleaning job to empty the bin and then continue cleaning. If the full bin indicator is illuminated, but the bin does not appear to be full, refer to Cleaning the Full Bin Sensors. # CLEANING THE SENSOR AND CHARGING CONTACTS 1. Wipe the sensor with a clean,dry cloth. Do not spray cleaning solution directly on to the sensors or sensor openi"
406,What is the correct procedure for cleaning the extractors (brushes or rollers) on a vacuum cleaner?,VACUUM,VACUUM,True,0.264,0.375,0.375,1203,1397,7,7,5,556,638,82,False,False,"CLEANING THE EXTRACTORS 1. Pinch the yellow extractor frame release tabs, lift up the extr | CLEANING THE SIDE BRUSH 1. Use a coin or small screwdriver to remove the screw. (See Figur | CLEANING THE SENSOR AND CHARGING CONTACTS 1. Wipe the sensor with a clean,dry cloth. Do no | USE RESTRICTIONS ·vacuum is for indoor use only. · vacuum is not a toy. Do not sit or stan | USE INSTRUCTIONS Manually wake vacuum up one of two ways - By pressing CLEAN once. vacuum","CLEANING THE EXTRACTORS 1. Pinch the yellow extractor frame release tabs, lift up the extr | TROUBLEHSOOTINGvacuum will tell you something is wrong with a two-tone distr This means th | CLEANING THE SIDE BRUSH 1. Use a coin or small screwdriver to remove the screw. (See Figur","# CLEANING THE EXTRACTORS 1. Pinch the yellow extractor frame release tabs, lift up the extractor frame and remove any obstructions. (SeeFigure 15) <PIC> 2. Remove the extractors and remove the yellow extractor caps. Remove any hair or debris that has collected underneath the caps and around the met # CLEANING THE SIDE BRUSH 1. Use a coin or small screwdriver to remove the screw. (See Figure 12) <PIC> 2. Remove the brush clean the brush and the brush post, and reinstall the brush. # CLEANING THE SENSOR AND CHARGING CONTACTS 1. Wipe the sensor with a clean,dry cloth. Do not spray cleaning soluti # USE RESTRICTIONS ·vacuum is for indoor use only. · vacuum is not a toy. Do not sit or stand on t","# CLEANING THE EXTRACTORS 1. Pinch the yellow extractor frame release tabs, lift up the extractor frame and remove any obstructions. (SeeFigure 15) <PIC> 2. Remove the extractors and remove the yellow extractor caps. Remove any hair or debris that has collected underneath the caps and around the metal axles. Reinstall the extractor caps. (See Figure 16) <PIC> 3. Remove hair and debris from the square and hexagonal plastic pegsonthe other side of the extractors. (See Figure 17) <PIC> 4. Clear the vacuum path. (See Figure 18) <PIC> 5. Reinstall the extractors. Match the color and shape of the extractor pegs with the color and shape of the extractor icons on the cleaning head module# TROUBLEHSO"
407,What is the proper procedure for cleaning the sensors and charging contacts on a vacuum cleaner?,VACUUM,VACUUM,True,0.252,0.625,0.625,1141,1132,6,5,5,227,464,237,False,False,"CLEANING THE SIDE BRUSH 1. Use a coin or small screwdriver to remove the screw. (See Figur | CLEANING THE SENSOR AND CHARGING CONTACTS 1. Wipe the sensor with a clean,dry cloth. Do no | CLEANING THE FULL BIN SENSORS 1. Removeand empty the bin. (See Figure 8) <PIC> 2. Wipe the | USE INSTRUCTIONS Manually wake vacuum up one of two ways - By pressing CLEAN once. vacuum | SAFETY CAUTloN!Do not expose the electronics, its battery or the integrated dockcharger.Th","CLEANING THE SENSOR AND CHARGING CONTACTS 1. Wipe the sensor with a clean,dry cloth. Do no | CLEANING THE FULL BIN SENSORS 1. Removeand empty the bin. (See Figure 8) <PIC> 2. Wipe the","# CLEANING THE SIDE BRUSH 1. Use a coin or small screwdriver to remove the screw. (See Figure 12) <PIC> 2. Remove the brush clean the brush and the brush post, and reinstall the brush. # CLEANING THE SENSOR AND CHARGING CONTACTS 1. Wipe the sensor with a clean,dry cloth. Do not spray cleaning soluti # CLEANING THE FULL BIN SENSORS 1. Removeand empty the bin. (See Figure 8) <PIC> 2. Wipe the sensors withaclean,dry cloth. (See Figure 9) <PIC> 3. Wipe the inner and outer sensol ports on the bin withaclean,dry cloth. (SeeFigure 10) <PIC> # USE INSTRUCTIONS Manually wake vacuum up one of two ways - By pressing CLEAN once. vacuum will beep and theCLEAN buttonwill illuminate.Tostart a cleaning cycl","# CLEANING THE SENSOR AND CHARGING CONTACTS 1. Wipe the sensor with a clean,dry cloth. Do not spray cleaning solution directly on to the sensors or sensor openings. (See Figure 13) <PIC> 2. Wipe the charging contacts on Room ba and the Home Base with a clean,drycloth.(See Figure 14) <PIC> # CLEANING THE FULL BIN SENSORS 1. Removeand empty the bin. (See Figure 8) <PIC> 2. Wipe the sensors withaclean,dry cloth. (See Figure 9) <PIC> 3. Wipe the inner and outer sensol ports on the bin withaclean,dry cloth. (SeeFigure 10) <PIC> ·Do not use a vacuum with a damaged cord or plug. ·Always charge and remove the battery from your vacuum and accessories before long-term storage or transportation. Charge"
